Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Year,Month,Log_Sales,z_score,iso_anomaly
5056,CA-2016-141243,2016-01-03,2016-01-08,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217.0,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,2016,1,7.209634296209264,1.8825399702172398,-1
5067,CA-2018-142090,2018-11-30,2018-12-07,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Burlington,North Carolina,27217.0,South,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1781.682,2018,11,7.485313140927998,2.050031158648772,-1
5089,CA-2016-109001,2016-03-05,2016-03-09,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,2.556,2016,3,0.9384435365152884,-1.9275789901028457,-1
5092,CA-2018-156720,2018-12-30,2019-01-03,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Loveland,Colorado,80538.0,West,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,3.024,2018,12,1.1065804583172865,-1.8254258746522627,-1
5098,US-2015-140452,2015-12-06,2015-12-10,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,4.6,2015,12,1.5260563034950492,-1.5705695112674438,-1
5101,CA-2015-158442,2015-03-17,2015-03-17,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217.0,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,4.448,2015,3,1.4924545569482814,-1.5909845578708033,-1
5116,CA-2018-125640,2018-07-25,2018-07-29,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-LA-10004178,Office Supplies,Labels,Avery 491,3.304,2018,7,1.1951338556587316,-1.7716244530179666,-1
5127,CA-2015-160766,2015-09-14,2015-09-14,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,2015,9,7.937360410346968,2.324676586953075,-1
5142,CA-2017-111213,2017-04-01,2017-04-05,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,2017,4,7.18348520829082,1.8666528541190526,-1
5144,CA-2017-111213,2017-04-01,2017-04-05,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,2017,4,1.2787091504399533,-1.720847522852345,-1
5149,CA-2018-128734,2018-12-24,2018-12-31,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224.0,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,842.376,2018,12,6.736226470385427,1.5949167416705565,-1
5150,CA-2015-141796,2015-06-21,2015-06-21,Same Day,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561.0,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,2015,6,7.102375891363108,1.8173741512176649,-1
5153,US-2015-121566,2015-06-30,2015-07-06,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011.0,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,2015,6,0.9887974226609032,-1.8969860287848317,-1
5157,CA-2018-163006,2018-06-30,2018-07-04,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.584,2018,6,6.9093380257773465,1.7000922409853694,-1
5162,CA-2015-111192,2015-07-30,2015-08-05,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Seattle,Washington,98103.0,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,2015,7,7.220988132277924,1.8894380965436792,-1
5165,CA-2015-121006,2015-11-10,2015-11-16,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,2015,11,1.3609765531356006,-1.67086521441396,-1
5171,CA-2017-122903,2017-05-27,2017-05-29,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205.0,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,2017,5,8.161917268391212,2.461108147607121,-1
5174,CA-2016-107741,2016-03-08,2016-03-10,First Class,FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,81001.0,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,2016,3,1.2261256089670693,-1.7527951315352595,-1
5175,CA-2018-106432,2018-10-19,2018-10-24,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706.0,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",2.072,2018,10,0.7285143243972366,-2.0551233914878035,-1
5186,CA-2016-134719,2016-10-10,2016-10-15,Standard Class,JD-15790,John Dryer,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,2016,10,7.496448199776972,2.056796364886387,-1
5189,CA-2016-115567,2016-09-13,2016-09-18,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Columbus,Indiana,47201.0,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.2,2016,9,7.3239624836222035,1.9520010998898967,-1
5199,CA-2017-103982,2017-03-03,2017-03-08,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.0,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,2017,3,8.276413025306173,2.530671085654182,-1
5200,CA-2017-103982,2017-03-03,2017-03-08,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.0,Central,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,2017,3,0.8346467428336447,-1.990641675768329,-1
5207,CA-2016-102016,2016-09-12,2016-09-18,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.0,East,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.24,2016,9,0.2151113796169455,-2.367046018170429,-1
5243,CA-2018-146367,2018-08-04,2018-08-08,Standard Class,HM-14860,Harry Marie,Corporate,United States,Carrollton,Texas,75007.0,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2018,8,1.1993621917682529,-1.7690554889728864,-1
5262,CA-2015-105165,2015-09-07,2015-09-10,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",2.92,2015,9,1.0715836162801904,-1.8466885242042235,-1
5268,CA-2018-147452,2018-09-30,2018-10-03,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98103.0,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,2018,9,1.358409157630355,-1.6724250588945406,-1
5274,US-2017-158309,2017-11-26,2017-11-29,First Class,PA-19060,Pete Armstrong,Home Office,United States,Miami,Florida,33142.0,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,3.744,2017,11,1.3201545586153456,-1.6956669883161934,-1
5291,CA-2015-146283,2015-09-08,2015-09-15,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Houston,Texas,77036.0,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,966.7,2015,9,6.87388820947056,1.6785543827976617,-1
5293,CA-2018-151218,2018-06-20,2018-06-23,First Class,PJ-19015,Pauline Johnson,Consumer,United States,Miami,Florida,33180.0,South,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,4.464,2018,6,1.49604522507901,-1.5888030148035703,-1
5299,CA-2017-106656,2017-09-23,2017-09-26,First Class,DV-13045,Darrin Van Huff,Corporate,United States,San Diego,California,92037.0,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,4.08,2017,9,1.4060969884160703,-1.6434518837487637,-1
5301,CA-2017-113831,2017-05-30,2017-06-03,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,2275.5,2017,5,7.7299550874566965,2.1986655974142884,-1
5302,CA-2017-113831,2017-05-30,2017-06-03,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153.0,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.7,2017,5,7.590700597057485,2.1140602657458833,-1
5311,CA-2018-131254,2018-11-19,2018-11-21,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095.0,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,2018,11,7.329872960131843,1.9555920636281778,-1
5321,US-2018-162558,2018-10-02,2018-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918.0,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,2018,10,7.7467830361428085,2.2088895706291263,-1
5336,CA-2015-103331,2015-08-26,2015-09-01,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711.0,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,3.38,2015,8,1.2178757094949273,-1.7578074329631748,-1
5343,US-2015-168501,2015-11-21,2015-11-27,Standard Class,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,1.632,2015,11,0.48980625654191523,-2.2001526483177005,-1
5395,US-2015-123183,2015-11-19,2015-11-25,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805.0,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,1025.88,2015,11,6.933306059826143,1.714654237976093,-1
5399,CA-2017-163202,2017-09-27,2017-10-02,Standard Class,BM-11650,Brian Moss,Corporate,United States,Lancaster,Ohio,43130.0,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.907,2017,9,1.067121621576739,-1.8493994496523434,-1
5404,CA-2018-123043,2018-08-24,2018-08-29,Standard Class,AH-10195,Alan Haines,Corporate,United States,New York City,New York,10024.0,East,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.744,2018,8,1.3201545586153456,-1.6956669883161934,-1
5425,US-2018-120649,2018-01-20,2018-01-26,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Waterbury,Connecticut,6708.0,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2018,1,1.2584609896100056,-1.7331494770498852,-1
5426,CA-2017-153598,2017-12-03,2017-12-06,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045.0,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,2017,12,7.408500263405177,2.003362796568725,-1
5432,CA-2018-117422,2018-10-21,2018-10-25,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107.0,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,2018,10,1.4021677102761807,-1.6458391524055216,-1
5435,CA-2016-160171,2016-10-19,2016-10-24,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90008.0,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,2016,10,7.402878259020837,1.9999470966928017,-1
5441,US-2018-153633,2018-11-13,2018-11-18,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Jupiter,Florida,33458.0,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.064,2018,11,0.7246458476193163,-2.0574737197243236,-1
5460,CA-2018-116680,2018-09-04,2018-09-06,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122.0,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,2018,9,7.298629117052568,1.9366095827132739,-1
5480,CA-2015-101770,2015-03-31,2015-04-04,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180.0,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.869,2015,3,0.6254035284734257,-2.1177692929787955,-1
5487,CA-2016-156608,2016-10-24,2016-10-29,Standard Class,MT-18070,Michelle Tran,Home Office,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,2016,10,1.2787091504399533,-1.720847522852345,-1
5503,CA-2018-127782,2018-11-02,2018-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.312,2018,11,1.1975522365230131,-1.770155143737264,-1
5517,US-2017-138408,2017-11-18,2017-11-21,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Huntsville,Alabama,35810.0,South,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1319.96,2017,11,7.185356712090967,1.8677899032675302,-1
5527,CA-2018-166933,2018-04-24,2018-04-28,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Santa Barbara,California,93101.0,West,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,2018,4,0.5933268452777344,-2.137257773478159,-1
5531,CA-2018-160885,2018-12-02,2018-12-06,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Omaha,Nebraska,68104.0,Central,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,2479.96,2018,12,7.8159977099966955,2.250941574991362,-1
5541,US-2018-150595,2018-05-22,2018-05-26,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",1.592,2018,5,0.4649910874221913,-2.215229329922459,-1
5551,US-2015-159618,2015-11-12,2015-11-16,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036.0,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,2015,11,0.9828272556743993,-1.900613258015005,-1
5560,US-2016-114741,2016-12-06,2016-12-10,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,89031.0,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,2016,12,7.1898090421750664,1.8704949568882971,-1
5563,CA-2018-133263,2018-03-31,2018-04-02,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,30318.0,South,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,2018,3,8.006350900844689,2.3665923866791188,-1
5569,CA-2018-157966,2018-03-13,2018-03-13,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610.0,Central,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2018,3,6.866916617656325,1.6743187288089882,-1
5613,CA-2018-121027,2018-08-18,2018-08-22,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98105.0,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,1496.16,2018,8,7.310657104687137,1.943917295952602,-1
5616,CA-2017-158001,2017-08-23,2017-08-27,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10035.0,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,2017,8,6.947744927198295,1.7234267031184016,-1
5621,US-2017-124163,2017-09-25,2017-09-30,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601.0,Central,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,3.04,2017,9,1.1118575154181303,-1.8222197506345017,-1
5627,CA-2015-126683,2015-09-29,2015-10-01,Second Class,PP-18955,Paul Prost,Home Office,United States,Seattle,Washington,98115.0,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2348.82,2015,9,7.76166835337032,2.2179332804399388,-1
5632,CA-2015-127614,2015-02-11,2015-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320.0,South,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,2015,2,7.135862490925225,1.8377192392236459,-1
5639,CA-2015-154893,2015-12-21,2015-12-27,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024.0,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,2015,12,7.189741158889037,1.8704537137807118,-1
5652,CA-2018-142342,2018-07-17,2018-07-19,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307.0,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165,2018,7,7.08520247535983,1.8069402861934816,-1
5654,US-2015-134187,2015-11-04,2015-11-11,Standard Class,TH-21235,Tiffany House,Corporate,United States,Long Beach,California,90805.0,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,2.94,2015,11,1.0784095813505903,-1.8425413470677265,-1
5684,CA-2015-164315,2015-04-02,2015-04-08,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605.0,South,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,1049.93,2015,4,6.956478774262582,1.7287330313057134,-1
5703,US-2015-123519,2015-12-14,2015-12-21,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302.0,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,2.624,2015,12,0.9646998710818426,-1.9116267153285704,-1
5711,US-2016-160857,2016-05-08,2016-05-15,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024.0,East,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,2799.944,2016,5,7.937354695963292,2.3246731151273208,-1
5727,CA-2016-110548,2016-05-04,2016-05-08,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Houston,Texas,77095.0,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,2016,5,6.852606139315836,1.66562426759011,-1
5729,CA-2018-117324,2018-12-08,2018-12-13,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711.0,Central,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,2018,12,6.993703591118502,1.7513493072143902,-1
5756,CA-2015-163748,2015-10-14,2015-10-18,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106.0,Central,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16,2015,10,1.1505720275988207,-1.7986983967877581,-1
5757,CA-2015-163748,2015-10-14,2015-10-18,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106.0,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,2015,10,7.600882459342079,2.120246348744863,-1
5764,CA-2016-162047,2016-11-03,2016-11-05,First Class,FH-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561.0,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448.82,2016,11,7.2785047110018075,1.9243828168569401,-1
5769,CA-2016-154900,2016-02-25,2016-03-01,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453.0,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,3.15,2016,2,1.1474024528375417,-1.800624100750029,-1
5772,CA-2016-103835,2016-09-24,2016-09-28,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,2016,9,7.0545532797070445,1.7883190887287534,-1
5782,CA-2016-155586,2016-12-12,2016-12-16,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928.0,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,2.21,2016,12,0.7929925155296614,-2.015949080264526,-1
5790,CA-2018-115070,2018-04-10,2018-04-14,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.419,2018,4,1.485913426148603,-1.5949586813565648,-1
5796,CA-2015-124856,2015-09-29,2015-10-03,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54,2015,9,7.241036716127033,1.9016187959320652,-1
5813,US-2016-163279,2016-03-22,2016-03-26,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037.0,West,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1487.976,2016,3,7.305172086230705,1.9405848231225813,-1
5857,CA-2016-112214,2016-08-05,2016-08-11,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,1.362,2016,8,0.3089542077273207,-2.310030954783831,-1
5866,US-2015-117968,2015-08-05,2015-08-07,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450.0,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",4.56,2015,8,1.5173226235262947,-1.5758757379343462,-1
5867,US-2015-117968,2015-08-05,2015-08-07,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450.0,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1133.35,2015,8,7.032933127710366,1.7751835688244653,-1
5868,CA-2017-158211,2017-01-04,2017-01-08,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,4.672,2017,1,1.5415872455259259,-1.561133546237676,-1
5870,CA-2017-152247,2017-11-07,2017-11-12,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Cheyenne,Wyoming,82001.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,2017,11,7.3797169899340345,1.9858752570894076,-1
5871,CA-2017-128223,2017-06-14,2017-06-14,Same Day,EB-13705,Ed Braxton,Corporate,United States,Anaheim,California,92804.0,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.488,2017,6,7.165097724428045,1.8554813711291844,-1
5885,CA-2017-136301,2017-03-13,2017-03-15,Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,94109.0,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,4912.59,2017,3,8.499556576620384,2.666243978955377,-1
5894,CA-2018-159954,2018-09-10,2018-09-14,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.78,2018,9,1.0224509277025455,-1.876539535837351,-1
5918,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4228.704,2016,9,8.349650842116747,2.5751673870959886,-1
5919,US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,2003.92,2016,9,7.602860541248244,2.121448150390602,-1
5926,CA-2018-150420,2018-06-03,2018-06-08,Standard Class,GD-14590,Giulietta Dortch,Corporate,United States,Bellingham,Washington,98226.0,West,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,1099.5,2018,6,7.002610809994816,1.756760969022302,-1
5927,US-2015-118997,2015-04-08,2015-04-12,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601.0,South,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92,2015,4,7.103256270888206,1.8179090338020718,-1
5991,US-2018-163300,2018-09-15,2018-09-21,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.488,2018,9,7.7653519243568,2.2201712674818057,-1
6011,CA-2016-135580,2016-12-30,2017-01-03,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56,2016,12,7.8432837727637,2.267519470495552,-1
6015,CA-2017-159016,2017-03-10,2017-03-11,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,90008.0,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4158.912,2017,3,8.333008780586622,2.5650563513127564,-1
6049,CA-2016-105571,2016-11-07,2016-11-11,Standard Class,CP-12340,Christine Phan,Corporate,United States,Miami,Florida,33142.0,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1345.485,2016,11,7.2045098218328,1.8794265492208753,-1
6056,CA-2017-113551,2017-08-18,2017-08-20,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Edinburg,Texas,78539.0,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,2.068,2017,8,0.7265819566461827,-2.056297419082997,-1
